TIMEMS,lastbtc,lastada,lastbat,lasthot,lasttrx,lastwaves,lastxrp,lastxtz,volumebtc,volumeada,volumebat,volumehot,volumetrx,volumewaves,volumexrp,volumextz
1589071337176,64500,0.358,1.45,0.00347,0.105,7.06,1.468,19.28,2221.36,4151105.00,7296668.30,1692993889.00,19324076.00,919139.23,4558401.60,236099.48
1589071458496,64522,0.346,1.47,0.00342,0.107,7.03,1.458,18.75,2226.31,4159102.00,7243080.30,1691271764.00,19333404.00,931682.76,4622942.60,236874.80
1589071579861,64400,0.346,1.47,0.00345,0.106,7.03,1.45,18.8,2234.58,4163160.00,7111783.10,1694697615.00,19314169.00,940476.08,4667674.40,236326.27
1589071701475,64999,0.35,1.45,0.00345,0.107,7.12,1.457,19.25,2254.70,4164533.00,7020997.20,1702228110.00,19131766.00,954392.54,4709619.70,236509.00
1589071823732,64985,0.354,1.47,0.00353,0.107,7,1.457,19.25,2268.50,4164490.00,7008039.40,1728836674.00,19129834.00,968809.03,4715373.90,237548.87
1589071945425,65600,0.354,1.55,0.00353,0.108,7.1,1.458,19.25,2281.77,4175669.00,6934824.20,1742451274.00,19255487.00,985359.94,4710373.90,237782.25
1589072066742,64900,0.354,1.5,0.00348,0.109,7.16,1.467,19.28,2298.99,4184284.00,6879226.40,1748559775.00,19079879.00,1009665.33,4722767.60,238199.44
1589072188232,64802,0.355,1.48,0.00344,0.11,7.1,1.47,19.5,2315.93,4184653.00,6703892.80,1757124441.00,19127495.00,1017966.43,4723879.20,237840.46
1589072309675,63199,0.345,1.47,0.00345,0.107,7.04,1.452,19.11,2342.15,4209938.00,6605572.40,1760896218.00,19067896.00,1021867.93,4730971.50,237957.65
1589072430961,63901,0.35,1.47,0.00343,0.106,7.05,1.453,19.15,2352.06,4303149.00,6474719.00,1767737758.00,19111371.00,1019638.11,4837423.20,237307.47
1589072552238,64258,0.34,1.48,0.00339,0.106,7.11,1.462,19,2365.83,4306032.00,6354910.80,1763843427.00,19072422.00,1030832.34,4847345.00,237385.15
1589072673627,64000,0.35,1.47,0.00336,0.106,7.11,1.45,19,2374.40,4334664.00,6257535.10,1769485700.00,19065290.00,1032948.11,4893231.20,237392.12
1589072795035,64050,0.342,1.49,0.00335,0.106,7.08,1.45,18.76,2382.98,4348672.00,6226548.80,1789518310.00,19008370.00,1040004.87,4913783.90,238115.93
1589072916405,64150,0.342,1.49,0.0034,0.107,7.1,1.45,18.8,2383.20,4366974.00,6107790.80,1792363401.00,18837937.00,1057131.91,4930290.30,238473.77
1589073037662,64199,0.342,1.49,0.0034,0.108,7.1,1.452,18.9,2389.27,4378687.00,6113056.80,1800094786.00,18809247.00,1064308.23,4931603.40,238565.45
1589073159120,63901,0.343,1.5,0.00339,0.106,7.07,1.45,18.92,2395.42,4387758.00,6130003.50,1805709020.00,18760871.00,1065994.02,4922640.90,239455.78
1589073280437,64100,0.346,1.48,0.0034,0.108,7.07,1.45,18.92,2396.54,4381941.00,6125284.20,1810188518.00,18835361.00,1066225.79,4922983.00,239070.44
1589073401731,63990,0.344,1.49,0.00338,0.108,7.08,1.449,18.85,2398.03,4384192.00,6124730.90,1809813875.00,18901879.00,1065796.99,4923207.30,239163.21
1589073523008,63900,0.344,1.49,0.00341,0.108,7.05,1.449,18.84,2400.67,4384212.00,6104640.10,1799355827.00,18901979.00,1067150.72,4934356.90,239100.73
1589073644403,63802,0.345,1.48,0.00341,0.106,7.05,1.45,18.8,2402.11,4382979.00,6063350.50,1798221430.00,18896838.00,1066627.85,4965728.80,238891.65
1589073765736,63800,0.345,1.48,0.00341,0.106,7.02,1.45,18.75,2404.43,4411240.00,6045746.90,1799434745.00,18837000.00,1079261.12,5006801.20,238817.59
1589073887520,63400,0.345,1.47,0.00341,0.106,7.06,1.449,18.75,2417.06,4426885.00,6000906.00,1808032302.00,18852287.00,1085656.36,5005798.10,239724.53
1589074009083,63400,0.345,1.48,0.00343,0.106,7.03,1.449,18.7,2423.65,4454506.00,5992944.30,1810715025.00,18884929.00,1089052.20,5148904.30,241200.08
1589074130410,63550,0.345,1.47,0.00341,0.107,7.02,1.449,18.76,2433.23,4457577.00,6003360.60,1814391777.00,18836323.00,1090470.35,5165723.00,242399.85
1589074251817,63300,0.345,1.46,0.00341,0.107,7.01,1.442,19.6,2436.80,4418821.00,6016291.50,1813102495.00,18806137.00,1099353.77,5170984.10,242702.00
1589074373324,62789,0.342,1.46,0.00339,0.104,6.95,1.43,18.9,2454.37,4377145.00,6014203.70,1824287735.00,18856633.00,1115303.03,5189717.40,242860.81
1589074494766,62600,0.342,1.44,0.00339,0.104,6.97,1.43,18.88,2462.87,4382774.00,6057848.20,1826660758.00,18896074.00,1123078.64,5219148.70,243504.00
1589074616249,62900,0.343,1.45,0.00335,0.104,6.98,1.425,18.61,2472.33,4380523.00,6038438.80,1845918269.00,19028440.00,1126893.59,5244534.30,244033.72
1589074737718,63011,0.342,1.46,0.00331,0.104,7,1.42,19.05,2476.21,4348978.00,6038981.90,1865332367.00,18959904.00,1129759.61,5288943.20,244731.87
1589074859001,63444,0.342,1.45,0.00334,0.105,6.97,1.421,19.05,2479.47,4373536.00,6009544.70,1879568898.00,18983964.00,1123918.35,5308320.30,244724.27
1589075101251,62700,0.342,1.45,0.00336,0.105,6.97,1.434,18.62,2486.08,4388098.00,6002957.70,1882831979.00,18983138.00,1123468.24,5334348.90,245580.04
1589075222953,62600,0.342,1.45,0.00335,0.104,6.97,1.424,18.62,2492.37,4379826.00,6000888.90,1887896688.00,18984356.00,1125908.16,5323507.20,245580.04
1589075344083,62400,0.339,1.44,0.00333,0.104,6.91,1.418,18.5,2509.99,4402099.00,6010753.70,1896465220.00,18980139.00,1130383.49,5333424.00,246889.75
1589075465390,62340,0.339,1.43,0.00332,0.102,6.86,1.418,18.6,2512.58,4330425.00,5989191.10,1901647142.00,18987932.00,1138832.90,5341261.40,246899.75
1589075586893,62561.5,0.339,1.43,0.00331,0.103,6.9,1.413,18.6,2515.23,4077916.00,5967011.70,1918962606.00,19007846.00,1144250.27,5339816.50,246897.75
1589075708201,62591.7,0.339,1.44,0.00334,0.103,6.9,1.425,18.5,2520.08,4083203.00,5945751.10,1932737083.00,19017072.00,1144048.80,5337762.70,246739.35
1589075829579,62999,0.338,1.44,0.00334,0.103,6.96,1.424,18.5,2523.61,4087704.00,5933199.10,1939829032.00,18912835.00,1147347.25,5333433.60,247384.96
1589075950822,63298,0.338,1.45,0.00337,0.105,6.95,1.425,18.5,2530.58,4082732.00,5934910.20,1945059456.00,18935491.00,1148581.24,5335525.00,247702.11
1589076072347,62998,0.338,1.44,0.00336,0.105,6.9,1.426,19.01,2532.63,4082732.00,5857870.70,1957941318.00,18935236.00,1149911.98,5339000.40,246580.19
1589076194580,62781,0.34,1.44,0.00333,0.103,6.88,1.425,19.01,2538.48,4083914.00,5863517.80,1961737810.00,18881950.00,1155843.11,5345849.20,246580.19
1589076316024,62801,0.34,1.44,0.00333,0.103,6.88,1.428,18.99,2540.41,4082098.00,5788315.20,1961737810.00,18881950.00,1161102.49,5348492.70,246590.19
1589076437339,62899,0.34,1.44,0.00335,0.104,6.97,1.419,18.99,2542.69,4082101.00,5725267.90,1959140233.00,18882319.00,1168193.78,5348716.80,246590.19
1589076558812,62796,0.339,1.44,0.00333,0.104,6.9,1.428,18.99,2544.60,4096786.00,5727693.70,1960002509.00,18881522.00,1171472.11,5347868.50,246590.19
1589076680120,63000,0.34,1.44,0.00334,0.105,6.9,1.428,18.99,2545.35,4100877.00,5721988.90,1963094879.00,18880175.00,1170466.53,5342641.40,246579.98
1589076801483,63000,0.34,1.44,0.00334,0.105,6.99,1.43,18.99,2548.31,4100867.00,5739754.50,1963090488.00,18881709.00,1171793.72,5346255.70,246548.09
1589076922888,62805,0.342,1.43,0.00335,0.106,6.95,1.422,18.49,2549.05,4108795.00,5740688.60,1963343873.00,18921836.00,1172310.94,5347694.10,247492.61
1589077044621,63000,0.342,1.43,0.00333,0.104,6.93,1.422,18.49,2549.42,4108795.00,5738502.90,1968026675.00,18849047.00,1174236.14,5317133.10,246144.45
1589077165939,62801,0.339,1.44,0.00336,0.104,6.92,1.421,18.49,2550.10,4175573.00,5732932.10,1968026261.00,19121522.00,1177277.51,5318555.10,246387.35
1589077287076,62900,0.339,1.44,0.00335,0.104,6.9,1.417,18.41,2556.10,4175573.00,5720888.90,1968634455.00,19121417.00,1178456.40,5301719.90,246462.35
1589077408463,62700,0.342,1.44,0.00334,0.104,6.92,1.417,18.5,2557.77,4176271.00,5708749.10,1969988633.00,19165939.00,1179602.77,5284509.00,246574.28
1589077529891,62950,0.338,1.44,0.00336,0.104,6.9,1.416,18.5,2557.79,4176365.00,5723395.30,1975861579.00,19165939.00,1182720.01,5289715.00,246574.28
1589077651479,62700,0.338,1.43,0.00338,0.104,6.9,1.413,18.5,2560.25,4176365.00,5680671.10,1981374860.00,19098043.00,1186345.91,5287900.10,246574.28
1589077772802,62770,0.338,1.43,0.00336,0.104,6.9,1.421,18.5,2560.48,4171196.00,5663657.10,1981960569.00,19098043.00,1186463.32,5267964.40,246574.28
1589077894150,62899,0.338,1.43,0.00336,0.104,6.84,1.427,18.97,2559.32,4171186.00,5657141.20,1981960569.00,19148042.00,1187092.97,5268243.30,244294.01
1589078015583,62740,0.338,1.44,0.00336,0.104,6.84,1.427,18.6,2559.29,4171186.00,5640316.40,1990773901.00,19148042.00,1187092.97,5268990.40,244307.32
1589078137246,62900,0.338,1.44,0.00336,0.104,6.88,1.427,18.6,2560.23,4171186.00,5647214.20,1993840284.00,19103871.00,1190275.97,5267942.10,243477.82
1589078258596,62820,0.342,1.44,0.00337,0.104,6.85,1.43,18.6,2562.28,4174109.00,5656720.30,1995508484.00,18987392.00,1191375.13,5269313.70,243491.09
1589078379988,62700,0.342,1.44,0.00337,0.106,6.85,1.43,18.6,2565.55,4174540.00,5656720.30,1993268860.00,18965173.00,1191239.97,5269353.70,243278.07
1589078501441,62888,0.338,1.44,0.00336,0.106,6.91,1.43,18.6,2567.06,4175099.00,5658860.30,1992946391.00,18965173.00,1191261.28,5269353.70,243227.89
1589078622938,62725,0.342,1.44,0.00339,0.105,6.91,1.43,18.6,2567.25,4173551.00,5641599.10,1987139153.00,18965273.00,1191261.28,5269353.70,243227.89
1589078744228,62950,0.342,1.44,0.00338,0.105,6.89,1.426,18.65,2567.32,4173166.00,5641690.20,1985884377.00,18965273.00,1191843.72,5272683.00,243238.61
1589078865633,62975,0.342,1.44,0.00336,0.105,6.89,1.426,18.65,2566.93,4173166.00,5627789.30,1987975389.00,18965273.00,1191927.51,5272683.00,243238.61
1589078986965,62980,0.344,1.44,0.00335,0.105,6.89,1.426,18.65,2566.73,4173250.00,5605597.30,1989477628.00,18965273.00,1191927.51,5272670.10,243238.61
1589079108532,62902,0.344,1.44,0.00335,0.105,6.85,1.426,18.65,2569.33,4174407.00,5601174.20,1989523331.00,18965273.00,1192401.68,5272670.10,243184.59
1589079229885,62951,0.344,1.44,0.00335,0.104,6.85,1.429,18.64,2570.84,4174407.00,5600821.00,1993289215.00,19017263.00,1192401.68,5267895.90,243223.55
1589079351427,62901,0.338,1.44,0.00335,0.104,6.88,1.429,18.64,2570.44,4194109.00,5594826.20,1996467570.00,19148414.00,1192402.68,5267895.90,243197.88
1589079472764,62809,0.343,1.43,0.00335,0.104,6.86,1.426,18.64,2570.34,4273851.00,5579324.90,2001764372.00,19142571.00,1193103.91,5267813.50,240510.77
1589079594204,62820,0.334,1.43,0.00335,0.103,6.85,1.414,18.6,2569.04,4274630.00,5574074.70,2002258194.00,19147023.00,1194245.91,5267823.50,240669.16
1589079715706,62750,0.334,1.43,0.00334,0.103,6.86,1.414,18.61,2572.69,4274630.00,5596102.40,2003188611.00,19147023.00,1194398.70,5276348.00,240671.16
1589079837065,62972,0.336,1.44,0.00334,0.103,6.86,1.413,18.51,2573.09,4292357.00,5596047.50,2004052583.00,19147023.00,1194453.70,5304300.10,240728.40
1589079958370,62680,0.342,1.44,0.00338,0.103,6.86,1.413,18.51,2578.69,4292503.00,5593155.00,2004721736.00,19147023.00,1193906.75,5304300.10,240728.40
1589080079720,62597,0.341,1.43,0.00336,0.103,6.83,1.412,18.51,2584.13,4293003.00,5589429.60,2005550639.00,19147023.00,1196481.22,5307223.70,240728.40
1589080201037,62433,0.341,1.4,0.00334,0.103,6.82,1.411,18.42,2592.24,4292904.00,5574974.60,2006839814.00,19147023.00,1201856.47,5314791.20,240782.00
1589080322443,62300,0.336,1.41,0.00334,0.102,6.83,1.412,18.4,2599.80,4285459.00,5577929.10,2017548039.00,19163015.00,1202683.47,5328904.80,240891.10
1589080443816,61900,0.334,1.4,0.00331,0.102,6.84,1.411,18.37,2620.10,4288427.00,5588398.90,2021519900.00,19252811.00,1204936.12,5431706.90,240892.10
1589080565073,62425,0.333,1.39,0.00331,0.102,6.83,1.411,18.37,2627.14,4344643.00,5496081.60,2031194765.00,19252811.00,1204904.57,5431706.90,241077.10
1589080686104,62544,0.332,1.4,0.00332,0.102,6.83,1.412,18.37,2634.69,4339341.00,5451352.20,2031082399.00,19252811.00,1204904.57,5436094.20,241123.27
1589080807381,62333,0.332,1.4,0.00332,0.102,6.83,1.412,18.37,2635.39,4337518.00,5450996.20,2025036115.00,19252811.00,1205542.54,5436084.00,241123.27
1589080928872,62496,0.334,1.4,0.00332,0.102,6.82,1.412,18.37,2637.50,4341018.00,5421602.80,2025873752.00,19080657.00,1208692.01,5436084.00,241123.27
1589081050317,62400,0.335,1.4,0.00332,0.102,6.85,1.412,18.37,2638.77,4343255.00,5398112.60,2024584118.00,19053453.00,1210798.55,5465864.10,241123.27
1589081171788,62300,0.334,1.4,0.00332,0.104,6.85,1.412,18.37,2640.26,4345417.00,5422658.90,2024584118.00,19053642.00,1211045.45,5466399.90,241951.05
1589081293037,62231,0.338,1.41,0.00333,0.105,6.85,1.412,18.37,2641.95,4345770.00,5414661.60,2024612843.00,19100335.00,1211786.21,5466399.90,241951.05
1589081414468,62370,0.338,1.41,0.00333,0.105,6.85,1.411,18.37,2641.95,4345770.00,5416446.90,2024682078.00,19100335.00,1211781.33,5476806.40,241951.05
1589081536056,62251,0.338,1.41,0.00333,0.105,6.85,1.418,18.37,2642.35,4345770.00,5416446.90,2025012432.00,19100335.00,1211781.33,5476862.70,242002.15
1589081657433,62300,0.338,1.41,0.00333,0.105,6.85,1.418,18.37,2641.83,4221215.00,5420535.80,2025596645.00,19100335.00,1211781.33,5476613.20,242002.15
1589081778739,62545,0.338,1.41,0.00335,0.105,6.85,1.428,18.37,2643.54,4177803.00,5384154.10,2024351263.00,19100335.00,1211781.33,5475079.90,241977.15
1589081900156,62545,0.338,1.44,0.00335,0.105,6.92,1.428,18.37,2646.82,4177803.00,5394412.50,2025501614.00,19100335.00,1212503.87,5475079.90,241977.15
1589082021538,62489,0.338,1.41,0.00335,0.104,6.92,1.428,18.37,2648.82,4177803.00,5394399.50,2025503542.00,19105446.00,1212503.87,5475079.90,241977.15
1589082142822,62399,0.338,1.41,0.00335,0.104,6.92,1.427,18.37,2649.44,4177803.00,5394376.70,2025503542.00,19105446.00,1212503.87,5475099.90,241977.15
1589082264386,62364,0.338,1.4,0.00333,0.104,6.92,1.424,18.38,2649.53,4178752.00,5391516.90,2026350240.00,19071336.00,1212503.87,5473990.10,242024.27
1589082385788,62450,0.338,1.44,0.00335,0.103,6.92,1.42,18.38,2650.01,4178752.00,5379439.10,2026369317.00,19079020.00,1212503.87,5474024.90,242024.27
1589082507212,62545,0.338,1.43,0.00333,0.104,6.84,1.42,18.38,2652.91,4180283.00,5379648.80,2032855327.00,19080102.00,1212769.07,5474024.90,242024.27
1589082628665,62797,0.338,1.43,0.00335,0.104,6.84,1.414,18.38,2653.23,4180283.00,5380348.00,2035241096.00,19080102.00,1212769.07,5474045.40,242024.27
1589082749985,62600,0.338,1.43,0.00335,0.104,6.84,1.42,18.38,2654.80,4180283.00,5379906.00,2035241096.00,19080102.00,1212769.07,5474181.00,242024.27
1589082871341,62302,0.338,1.43,0.00337,0.102,6.84,1.42,18.38,2655.84,4180283.00,5379906.00,2034128257.00,19256936.00,1212769.07,5474181.00,242024.27
1589082992776,62599,0.338,1.43,0.00337,0.104,6.85,1.42,18.38,2657.73,4180283.00,5371375.30,2032966590.00,19257039.00,1214997.91,5474392.20,242024.27
1589083114185,62500,0.338,1.4,0.00333,0.104,6.92,1.42,18.38,2658.85,4180283.00,5362629.50,2033128292.00,19257039.00,1216098.09,5473895.30,242024.27
1589083235746,62595,0.338,1.4,0.00333,0.104,6.92,1.42,18.38,2658.97,4180283.00,5347344.60,2026008636.00,19257039.00,1216122.69,5474449.20,242024.27
1589083357028,62322.2,0.338,1.4,0.00333,0.104,6.92,1.414,18.38,2663.69,4183763.00,5360761.70,2025165857.00,19247039.00,1216122.69,5475805.70,242024.27
1589083478362,62310,0.338,1.4,0.00333,0.103,6.92,1.414,18.38,2665.81,4179507.00,5348827.40,2025887258.00,19247145.00,1216122.69,5481022.00,242024.27
1589083599783,62480,0.338,1.4,0.00332,0.103,6.92,1.413,18.38,2665.76,4179507.00,5348827.40,2032413511.00,19265592.00,1216122.69,5482316.10,242024.27
1589083721251,62480,0.338,1.4,0.00332,0.104,6.92,1.413,18.38,2664.88,4179507.00,5355176.00,2032406744.00,19248367.00,1216122.69,5482537.40,242024.27
1589083842600,62355,0.338,1.36,0.00333,0.104,6.92,1.413,18.38,2663.96,4179507.00,5409142.00,2029570066.00,19249792.00,1216116.09,5482537.40,241923.25
1589083964004,62550,0.338,1.36,0.00333,0.104,6.84,1.411,18.38,2665.57,4179507.00,5409142.00,2029570066.00,19249792.00,1216602.24,5492376.80,242004.97
1589084085487,62251,0.338,1.38,0.00332,0.104,6.84,1.411,18.38,2669.84,4179507.00,5409408.70,2030621396.00,19175196.00,1216602.24,5489442.80,242004.97
1589084209414,62500,0.339,1.39,0.00335,0.104,6.84,1.423,18.64,2670.34,4179533.00,5408623.80,2030622946.00,19175196.00,1216388.81,5489959.30,242047.26
1589084330787,62660,0.339,1.4,0.00335,0.104,6.84,1.423,18.64,2670.68,4171732.00,5410422.70,2029554019.00,19176291.00,1216388.81,5489959.30,241644.98
1589084452560,62555,0.339,1.4,0.00335,0.104,6.84,1.42,18.64,2672.22,4171732.00,5404171.20,2029203084.00,19176191.00,1216388.81,5490385.30,241644.98
1589084573983,62350,0.339,1.4,0.00335,0.104,6.9,1.413,18.64,2672.91,4171732.00,5386039.80,2027582899.00,19176191.00,1216176.41,5498980.00,241644.98
1589084695280,62499,0.339,1.4,0.00335,0.104,6.9,1.421,18.64,2674.28,4171755.00,5386023.30,2027642303.00,19176191.00,1216176.41,5499529.20,241644.98
1589084816709,62311,0.339,1.42,0.00335,0.104,6.9,1.421,18.64,2674.46,4172342.00,5387899.50,2027642303.00,19176191.00,1216176.41,5499335.70,241644.98
1589084938161,62155,0.339,1.4,0.00335,0.104,6.9,1.417,18.37,2675.20,4172342.00,5389183.10,2027642303.00,19180999.00,1216176.41,5500483.20,242049.03
1589085059613,62100,0.332,1.4,0.00335,0.102,6.84,1.411,18.37,2678.37,4172547.00,5389358.50,2028271787.00,19181106.00,1216489.29,5515690.30,242167.03
1589085181060,61901.1,0.332,1.4,0.00335,0.102,6.84,1.412,18.37,2688.57,4172547.00,5390534.10,2028271787.00,19188094.00,1216489.29,5541398.50,242167.03
1589085302587,61901.1,0.332,1.4,0.00332,0.101,6.84,1.411,18.37,2689.02,4187237.00,5390570.40,2028157348.00,19447277.00,1216870.47,5572302.20,242167.03
1589085424114,62199,0.332,1.39,0.00331,0.104,6.85,1.411,18.37,2691.73,4187237.00,5386297.80,2028257348.00,19447490.00,1217155.24,5609996.70,242167.03
1589085545435,61760,0.332,1.39,0.00331,0.104,6.87,1.411,18.37,2693.62,4187225.00,5386177.00,2028318754.00,19447490.00,1217444.01,5609996.70,242167.03
1589085666791,61750,0.332,1.39,0.00331,0.104,6.87,1.41,18.37,2694.00,4187225.00,5427137.90,2029871440.00,19447490.00,1217444.01,5622622.10,242228.60
1589085788078,61450,0.332,1.38,0.0033,0.104,6.87,1.41,18.37,2700.38,4179916.00,5448503.00,2042938824.00,19447490.00,1217444.01,5620915.60,242107.60
1589085909333,61500,0.332,1.38,0.0033,0.101,6.84,1.402,18.35,2701.62,4179890.00,5446639.80,2042926174.00,19510972.00,1218175.00,5641030.80,242067.28
1589086030856,61650,0.33,1.38,0.00329,0.1,6.84,1.402,18.35,2705.84,4182890.00,5459810.00,2044343590.00,19599515.00,1218175.00,5639836.10,242067.28
1589086152263,61422,0.33,1.38,0.00329,0.1,6.83,1.402,18.25,2710.66,4253004.00,5448602.80,2051079078.00,19599515.00,1218546.25,5639836.10,242346.78
1589086273931,61606,0.33,1.39,0.00329,0.103,6.8,1.402,18.25,2709.60,4253004.00,5449681.80,2051287694.00,19599769.00,1222891.40,5639836.10,242014.37
1589086395303,61750,0.33,1.39,0.00329,0.103,6.84,1.409,18.25,2710.19,4255516.00,5503519.00,2058904496.00,19149514.00,1225206.10,5640750.20,242014.37
1589086516724,61747,0.33,1.38,0.0033,0.102,6.84,1.405,18.25,2710.30,4255516.00,5525421.70,2058629439.00,19149621.00,1227492.60,5640761.70,242594.64
1589086638147,61550,0.337,1.44,0.00329,0.102,6.84,1.405,18.2,2711.50,4265585.00,5518101.20,2059956283.00,19149621.00,1227485.96,5640761.70,242353.74
1589086759755,61700,0.337,1.44,0.00329,0.102,6.84,1.405,18.2,2713.92,4265585.00,5518101.20,2059956283.00,19149621.00,1224520.78,5636162.30,242353.74
1589086881058,61710,0.337,1.41,0.00328,0.102,6.75,1.408,18.2,2715.99,4265585.00,5535227.00,2060024113.00,19149621.00,1229979.83,5636714.80,245277.01
1589087002494,62080,0.337,1.41,0.00328,0.102,6.75,1.408,18.21,2717.98,4265585.00,5534541.70,2066873323.00,19149621.00,1229979.83,5636714.80,245278.88
1589087124057,62244,0.336,1.41,0.00328,0.102,6.75,1.408,18.21,2718.09,4269251.00,5534541.70,2050188515.00,19149621.00,1230202.05,5632878.10,245128.88
1589087245485,62440,0.336,1.41,0.0033,0.101,6.75,1.405,18.21,2720.99,4269251.00,5534541.70,2049936947.00,19153793.00,1230202.05,5633976.40,245128.88
1589087366939,62292,0.336,1.41,0.0033,0.101,6.8,1.41,18.21,2721.52,4269251.00,5533817.10,2045323172.00,19153793.00,1230751.15,5636967.10,245128.88
1589087488307,62187,0.336,1.41,0.00328,0.101,6.8,1.41,18.21,2721.67,4288914.00,5533639.10,2045432884.00,19153793.00,1230708.45,5636967.10,245128.88
1589087609654,62259,0.336,1.41,0.00328,0.103,6.8,1.41,18.21,2723.92,4288914.00,5533639.10,2040242584.00,19153222.00,1230978.01,5636967.10,245128.88
1589087731102,62500,0.336,1.43,0.00328,0.103,6.84,1.412,18.28,2728.18,4288914.00,5501039.90,2032012863.00,19153222.00,1231145.69,5661965.90,245078.43
1589087852498,62500,0.336,1.43,0.0033,0.103,6.85,1.413,18.28,2728.39,4288903.00,5497877.50,2028791354.00,19126741.00,1231395.69,5662271.40,245117.38
1589087973847,62350,0.336,1.44,0.00328,0.102,6.85,1.413,18.28,2730.12,4288903.00,5474118.30,2028766750.00,19127355.00,1231395.69,5662271.40,245117.38
1589088095143,62355,0.338,1.44,0.00334,0.102,6.85,1.424,18.5,2731.04,4549460.00,5473829.00,2017277467.00,19127355.00,1231395.69,5665345.20,245700.80
1589088216667,62500,0.338,1.44,0.00334,0.102,6.85,1.421,18.5,2732.12,4549460.00,5476528.50,2013822800.00,19147721.00,1230789.37,5667148.30,245700.80
1589088338016,62574,0.339,1.44,0.00331,0.103,6.84,1.421,18.5,2734.45,4555351.00,5476512.30,2013792879.00,19147827.00,1231472.37,5667218.70,245700.80
1589088459278,62573,0.33,1.43,0.00334,0.103,6.84,1.415,18.5,2734.50,4558351.00,5476918.60,2015492977.00,19147953.00,1231805.37,5667641.90,245700.80
1589088580625,62450,0.33,1.42,0.00331,0.103,6.84,1.415,18.5,2736.23,4558338.00,5477200.80,2015499020.00,19147953.00,1232105.14,5667160.10,244571.79
1589088701888,63190,0.339,1.42,0.00334,0.104,6.84,1.412,18.5,2739.76,4563362.00,5464749.90,2015955813.00,19279632.00,1232105.14,5670036.40,244571.79
1589088823240,63000,0.333,1.43,0.00334,0.104,6.84,1.413,18.5,2748.32,4585253.00,5461058.90,2015779098.00,19424504.00,1232118.80,5669420.30,244546.66
1589088944794,63099,0.333,1.42,0.00333,0.104,6.84,1.413,18.5,2750.81,4585253.00,5457451.80,2014069001.00,19424609.00,1232022.04,5669420.30,244546.66
1589089066136,63300,0.333,1.42,0.00332,0.104,6.84,1.417,18.33,2755.66,4585253.00,5453787.30,2014096110.00,19424609.00,1232119.82,5670384.50,245056.66
1589089187444,63295,0.333,1.43,0.00333,0.103,6.84,1.42,18.33,2756.72,4585253.00,5453012.50,2014266772.00,19502836.00,1232027.94,5681750.00,245056.66
1589089308720,63300,0.333,1.44,0.00334,0.103,6.9,1.42,18.35,2758.10,4585253.00,5474592.50,2014820664.00,19532066.00,1232067.94,5681750.00,245065.75
1589089430075,63475,0.333,1.44,0.00334,0.103,6.9,1.426,18.35,2760.76,4573403.00,5474592.50,2014820664.00,19506786.00,1230751.61,5684466.30,245065.75
1589089551454,63400,0.338,1.44,0.00334,0.103,6.9,1.429,18.35,2761.88,4574590.00,5469600.00,2019163202.00,19516390.00,1230751.61,5687365.30,244712.60
1589089673865,63390,0.338,1.43,0.00335,0.103,6.9,1.427,18.35,2762.63,4574590.00,5482667.80,2021995280.00,19512266.00,1230988.50,5697796.40,244712.60
1589089795274,63355,0.338,1.44,0.00335,0.103,6.9,1.43,18.35,2763.55,4574590.00,5473082.40,2022344985.00,19512098.00,1230550.88,5697385.00,244712.60
1589089916676,63000,0.332,1.44,0.00335,0.103,6.89,1.428,18.35,2764.75,4601151.00,5472991.00,2022361942.00,19512098.00,1230956.29,5697592.70,243140.74
1589090038091,62900,0.338,1.43,0.00334,0.103,6.89,1.428,18.35,2768.09,4719803.00,5460198.80,2023117214.00,19391957.00,1231275.59,5697592.70,243140.74
1589090159652,63000,0.339,1.43,0.00335,0.103,6.88,1.421,18.35,2768.88,4725325.00,5461433.30,2023005643.00,19412347.00,1231282.88,5696323.30,243188.52
1589090401163,62901,0.339,1.43,0.00335,0.103,6.88,1.428,18.35,2771.53,4725325.00,5439232.10,2023784660.00,19418181.00,1230884.24,5691183.80,243188.52
1589090522558,62900,0.338,1.43,0.00334,0.103,6.88,1.425,18.35,2772.09,4728669.00,5435957.00,2021656801.00,19421514.00,1230884.24,5626316.60,243188.52
1589090643971,62800,0.338,1.43,0.00334,0.103,6.88,1.425,18.65,2775.63,4743971.00,5431837.30,2022345111.00,19423170.00,1230884.24,5527589.50,243405.94
1589090766402,62510,0.334,1.43,0.00335,0.103,6.86,1.425,18.65,2776.52,4744526.00,5451262.50,2022674371.00,19423170.00,1222049.40,5453264.80,243414.82
1589090887876,62133,0.334,1.42,0.00335,0.103,6.86,1.43,18.65,2780.57,4667837.00,5466845.50,2022625799.00,19423170.00,1221928.02,5398863.60,243330.21
1589091009224,62300,0.334,1.42,0.00335,0.103,6.86,1.421,18.37,2783.56,4664142.00,5465369.30,2022867101.00,19148736.00,1221887.62,5376368.50,244150.87
1589091130549,62550,0.335,1.42,0.00335,0.104,6.88,1.421,18.37,2784.19,4597021.00,5465341.50,2019062521.00,19145003.00,1221887.58,5371171.10,244110.87
1589091251910,62421,0.335,1.42,0.00335,0.104,6.88,1.422,18.39,2784.31,4597021.00,5465341.50,2032395963.00,19148729.00,1221095.54,5374188.00,244114.10
